"Currency","Year","Quarter","market","duration","method","purpose","visits","spend","nights","StandardRate","SpendPerVisit"
"EUR",2015,"Q2","Belgium","4-7  nights","Air","VFR",1440.189838,23676.919,5.868533611,-1.06595058907272,16.4401375258142
"EUR",2015,"Q2","Germany","8-14 nights","Tunnel","Holiday",1775.730848,745761.991,25.64322662,-1.06595058907272,419.974677941733
"EUR",2015,"Q2","Greece","8-14 nights","Air","VFR",583.086848,129472.3,5.714535713,-1.06595058907272,222.046339141575
"EUR",2015,"Q2","Portugal","1-3  nights","Air","VFR",8422.838956,1467035.074,24.7627486,-1.06595058907272,174.173468312007
"EUR",2015,"Q2","France","1-3  nights","Air","Miscellaneous",11953.18085,1658784.469,18.8767027,-1.06595058907272,138.773477103377
"EUR",2015,"Q2","Germany","4-7  nights","Sea","Holiday",21525.23065,10019833.48,98.48785019,-1.06595058907272,465.492502399736
"EUR",2015,"Q2","Luxembourg","4-7  nights","Air","VFR",692.467988,389167.011,3.462340117,-1.06595058907272,562.000002518528
"EUR",2015,"Q2","Germany","8-14 nights","Tunnel","VFR",1721.014977,258152.246,13.76811981,-1.06595058907272,149.999999680421
"EUR",2015,"Q2","Italy","8-14 nights","Air","VFR",1515.172839,1140895.247,14.31427574,-1.06595058907272,752.980265771514
"EUR",2015,"Q2","Belgium","1-3  nights","Tunnel","Miscellaneous",2648.290396,495767.683,2.355429411,-1.06595058907272,187.202915416229
"EUR",2015,"Q2","Germany","1-3  nights","Air","Miscellaneous",6804.80963,1365890.935,15.83430433,-1.06595058907272,200.724341938718
"EUR",2015,"Q2","Netherlands","8-14 nights","Air","Business",1681.988657,1209631.145,16.11545229,-1.06595058907272,719.167242873981
"EUR",2015,"Q2","France","8-14 nights","Sea","Holiday",5232.126534,1172415.957,21.00088549,-1.06595058907272,224.080199395269
"EUR",2015,"Q2","Italy","15+  nights","Air","Study",1576.723337,17073934.56,469.4303894,-1.06595058907272,10828.7447514326
"EUR",2015,"Q2","France","8-14 nights","Air","VFR",2059.707046,247352.781,22.79378605,-1.06595058907272,120.091243791376
"EUR",2015,"Q3","Germany","1-3  nights","Sea","Holiday",16344.72805,3589497.134,40.32791728,-1.1201376501937,219.611921533317
"EUR",2015,"Q3","Germany","4-7  nights","Air","VFR",27336.46923,7238796.696,130.201583,-1.1201376501937,264.803645090197
"EUR",2015,"Q3","Irish Republic","4-7  nights","Air","Business",10226.61239,12289610.28,39.9489013,-1.1201376501937,1201.72837410141
"EUR",2015,"Q3","Germany","4-7  nights","Sea","Business",3411.881328,1430526.614,16.407094,-1.1201376501937,419.277951510276
"EUR",2015,"Q3","Italy","1-3  nights","Sea","Business",2042.880058,10214.4,4.085760117,-1.1201376501937,4.99999985804355
"EUR",2015,"Q3","Spain","15+  nights","Air","Business",2194.186926,6590508.58,175.4082489,-1.1201376501937,3003.62220825665
"EUR",2015,"Q3","France","4-7  nights","Tunnel","VFR",22989.59535,2963369.858,120.381917,-1.1201376501937,128.900479233533
"EUR",2015,"Q3","France","4-7  nights","Air","Holiday",20842.40049,7174578.354,85.19525498,-1.1201376501937,344.229944024072
"EUR",2015,"Q3","Irish Republic","15+  nights","Air","VFR",7351.36354,3012116.17,178.4315815,-1.1201376501937,409.735711424224
"EUR",2015,"Q3","Spain","1-3  nights","Air","VFR",13162.78917,4612798.84,28.17535126,-1.1201376501937,350.442355372011
"EUR",2015,"Q3","France","1-3  nights","Tunnel","Miscellaneous",9868.175983,6173663.974,19.42975938,-1.1201376501937,625.613485677133
"EUR",2015,"Q3","Belgium","1-3  nights","Tunnel","Holiday",31252.5301,9239899.784,62.89918613,-1.1201376501937,295.652856086682
"EUR",2015,"Q3","Belgium","15+  nights","Sea","Holiday",2812.289238,69622.092,8.165242195,-1.1201376501937,24.7563767834608
"EUR",2015,"Q3","Finland","4-7  nights","Air","Holiday",11711.29572,6377304.334,56.68076253,-1.1201376501937,544.543019531916
"EUR",2015,"Q3","France","8-14 nights","Air","VFR",5348.475933,2772562.72,34.30324507,-1.1201376501937,518.38369560445
"EUR",2015,"Q3","Italy","8-14 nights","Air","Miscellaneous",1018.985391,260711.968,2.88461113,-1.1201376501937,255.854470832154
"EUR",2015,"Q3","Greece","15+  nights","Air","Holiday",921.805382,1043767.333,17.23650932,-1.1201376501937,1132.30770114987
"EUR",2015,"Q3","Irish Republic","4-7  nights","Air","Miscellaneous",1132.216096,296189.398,4.490762234,-1.1201376501937,261.601472586731
"EUR",2015,"Q3","France","8-14 nights","Air","Business",1456.775308,1673527.718,20.03941727,-1.1201376501937,1148.7891844471
"EUR",2015,"Q3","Irish Republic","1-3  nights","Sea","Miscellaneous",989.008129,31927.839,0.96219641,-1.1201376501937,32.2826861213797
"EUR",2015,"Q3","Belgium","1-3  nights","Sea","VFR",5287.435055,1030006.088,14.50930548,-1.1201376501937,194.802598478441
"EUR",2015,"Q3","Netherlands","1-3  nights","Air","Business",26723.91462,10247712.93,46.28606451,-1.1201376501937,383.466010714264
"EUR",2015,"Q3","Irish Republic","1-3  nights","Sea","VFR",945.915997,284720.719,2.837748051,-1.1201376501937,301.000004126159
"EUR",2015,"Q3","France","8-14 nights","Air","Holiday",16021.05995,11027194.8,162.7869961,-1.1201376501937,688.293710554401
"EUR",2015,"Q3","Germany","15+  nights","Air","VFR",4070.439696,637841.061,112.8216705,-1.1201376501937,156.700776485352
"EUR",2015,"Q3","Netherlands","15+  nights","Sea","VFR",945.778012,189155.594,21.75289345,-1.1201376501937,199.999991118423
"EUR",2015,"Q3","Greece","15+  nights","Air","Study",692.669988,31873210.91,101.8224869,-1.1201376501937,46015.0020387486
"EUR",2015,"Q3","Germany","1-3  nights","Tunnel","VFR",2419.675052,282609.977,6.465049148,-1.1201376501937,116.796665224286
"EUR",2015,"Q3","Luxembourg","1-3  nights","Air","VFR",2324.615955,88335.41,6.973847866,-1.1201376501937,38.0000015959625
"EUR",2015,"Q3","Finland","1-3  nights","Air","Holiday",12129.10068,4923192.263,32.42603362,-1.1201376501937,405.89920002214
"EUR",2015,"Q3","Italy","8-14 nights","Air","Business",3652.172625,3820309.728,35.42572665,-1.1201376501937,1046.0375563436
"EUR",2015,"Q3","Netherlands","1-3  nights","Tunnel","Miscellaneous",1594.436049,558052.599,3.188872099,-1.1201376501937,349.999988616665
"EUR",2015,"Q3","Spain","15+  nights","Sea","VFR",293.676525,0,1.131956935,-1.1201376501937,0
"EUR",2015,"Q3","Austria","15+  nights","Air","Business",2057.661057,10556249.14,50.0906601,-1.1201376501937,5130.21768288245
"EUR",2015,"Q3","Spain","8-14 nights","Air","Miscellaneous",1485.056043,1507331.848,20.79078484,-1.1201376501937,1014.99997599754
"EUR",2015,"Q3","France","4-7  nights","Sea","VFR",10060.23854,853170.209,53.44649041,-1.1201376501937,84.8061609680281
"EUR",2015,"Q3","Greece","8-14 nights","Air","Study",586.106002,878572.881,5.274953842,-1.1201376501937,1498.9999727046
"EUR",2015,"Q3","Spain","8-14 nights","Air","Holiday",13018.25345,3822751.619,63.60903859,-1.1201376501937,293.645505803238
"EUR",2015,"Q3","France","8-14 nights","Sea","VFR",5839.126468,1158342.797,35.22451887,-1.1201376501937,198.376041921344
"EUR",2015,"Q3","Portugal","4-7  nights","Air","VFR",6232.361376,1355057.56,28.72378075,-1.1201376501937,217.422815887754
"EUR",2015,"Q3","Spain","4-7  nights","Tunnel","Holiday",4005.57518,2326939.225,22.98505878,-1.1201376501937,580.925115728323
"EUR",2015,"Q3","Irish Republic","15+  nights","Sea","VFR",1891.831994,855108.052,47.29580116,-1.1201376501937,451.999995090473
"EUR",2015,"Q3","Portugal","1-3  nights","Air","Business",7242.789686,2256880.313,16.98573816,-1.1201376501937,311.603734312823
"EUR",2015,"Q3","Luxembourg","8-14 nights","Sea","Holiday",1967.218041,823544.562,5.901653767,-1.1201376501937,418.634104016943
"EUR",2015,"Q3","Irish Republic","8-14 nights","Sea","VFR",10953.67604,2924752.221,73.28938198,-1.1201376501937,267.0110208043
"EUR",2015,"Q3","Irish Republic","8-14 nights","Sea","Holiday",3783.659935,1420138.896,28.37744999,-1.1201376501937,375.334707768868
"EUR",2015,"Q3","Italy","1-3  nights","Air","VFR",3909.246802,1525073.047,9.949056923,-1.1201376501937,390.119407712954
"EUR",2015,"Q3","Germany","1-3  nights","Sea","Business",1010.763764,144703.954,0.972114563,-1.1201376501937,143.162981454092
"EUR",2015,"Q3","Finland","8-14 nights","Air","VFR",2360.764563,3867428.099,22.92394924,-1.1201376501937,1638.20999332749
"EUR",2015,"Q3","Austria","8-14 nights","Air","Holiday",4545.789361,1651741.099,24.48600507,-1.1201376501937,363.356277167371
"EUR",2015,"Q3","Austria","4-7  nights","Air","VFR",3688.434839,2780810.997,14.5388763,-1.1201376501937,753.92710414641
"EUR",2015,"Q3","Italy","8-14 nights","Sea","Holiday",1021.440029,21665.026,2.042880058,-1.1201376501937,21.210277045056
"EUR",2015,"Q3","Belgium","1-3  nights","Tunnel","VFR",8294.375837,2110958.602,16.9929136,-1.1201376501937,254.504816695588
"EUR",2015,"Q3","Belgium","4-7  nights","Tunnel","VFR",3317.051888,565779.76,13.26820803,-1.1201376501937,170.567051437092
"EUR",2015,"Q3","France","4-7  nights","Air","Business",9342.176318,24292309.17,39.37130404,-1.1201376501937,2600.28373936755
"EUR",2015,"Q3","France","1-3  nights","Sea","Holiday",4394.172698,623043.612,8.807568282,-1.1201376501937,141.788603867021
"EUR",2015,"Q3","France","1-3  nights","Sea","Business",3309.506893,389359.221,5.022439241,-1.1201376501937,117.648711300025
"EUR",2015,"Q3","Germany","1-3  nights","Tunnel","Holiday",1629.3962,814712.286,4.883348942,-1.1201376501937,500.008706292552
"EUR",2015,"Q3","Greece","1-3  nights","Sea","Business",1021.440029,0,1.021440029,-1.1201376501937,0
"EUR",2015,"Q3","Finland","15+  nights","Air","VFR",449.018806,383459.896,27.16602707,-1.1201376501937,853.995179881174
"EUR",2015,"Q3","Germany","15+  nights","Air","Study",632.70098,230865.747,1.898102999,-1.1201376501937,364.889188254458
"EUR",2015,"Q3","France","4-7  nights","Sea","Business",396.375656,161829.412,1.443675637,-1.1201376501937,408.272832981448
"EUR",2015,"Q3","Netherlands","8-14 nights","Tunnel","Holiday",3199.613452,2249182.463,22.42194271,-1.1201376501937,702.954433947042
"EUR",2015,"Q3","Luxembourg","8-14 nights","Air","Holiday",5494.547844,8324240.685,43.95638275,-1.1201376501937,1515.0001276429
"EUR",2015,"Q3","Irish Republic","8-14 nights","Air","Study",931.795001,13976.925,9.317950249,-1.1201376501937,14.999999983902
"EUR",2015,"Q3","Austria","4-7  nights","Air","Holiday",15953.58974,8746114.731,74.44996488,-1.1201376501937,548.222367099682
"EUR",2015,"Q3","Belgium","4-7  nights","Sea","Holiday",3066.736221,612096.071,9.89334178,-1.1201376501937,199.592017992473
"EUR",2015,"Q3","France","1-3  nights","Tunnel","VFR",43353.64687,8463435.369,100.4193687,-1.1201376501937,195.218533619061
"EUR",2015,"Q3","Belgium","4-7  nights","Tunnel","Business",1749.602318,1478386.164,7.268071651,-1.1201376501937,844.984113698459
"EUR",2015,"Q3","Greece","15+  nights","Air","Miscellaneous",1920.779943,28811.701,211.2857971,-1.1201376501937,15.0000009657535
"EUR",2015,"Q3","Germany","1-3  nights","Air","VFR",18289.17682,4546287.894,39.46559846,-1.1201376501937,248.578049124028
"EUR",2015,"Q3","France","8-14 nights","Tunnel","VFR",3431.332231,1333417.132,44.46893692,-1.1201376501937,388.600415883192
"EUR",2015,"Q3","Netherlands","4-7  nights","Sea","Business",1891.556025,945778.012,7.566224098,-1.1201376501937,499.999999735667
"EUR",2015,"Q3","Spain","4-7  nights","Air","Business",6444.199324,4236315.899,26.65116692,-1.1201376501937,657.38436786441
"EUR",2015,"Q3","Irish Republic","8-14 nights","Air","VFR",2917.933643,454771.243,27.42063332,-1.1201376501937,155.853867373227
"EUR",2015,"Q3","France","1-3  nights","Air","Holiday",26741.56362,7917166.464,68.24300158,-1.1201376501937,296.062211488589
"EUR",2015,"Q3","France","15+  nights","Tunnel","Holiday",3747.510672,550194.156,316.5555468,-1.1201376501937,146.815901048887
"EUR",2015,"Q3","Belgium","4-7  nights","Air","VFR",1404.231966,336678.628,7.019233704,-1.1201376501937,239.759979940522
"EUR",2015,"Q3","Netherlands","8-14 nights","Tunnel","Business",1205.708981,602854.49,14.46850777,-1.1201376501937,499.999999585306
"EUR",2015,"Q3","France","1-3  nights","Air","Miscellaneous",15681.04821,7707703.012,57.99423927,-1.1201376501937,491.529833259788
"EUR",2015,"Q3","Irish Republic","1-3  nights","Air","VFR",29042.78949,7262425.287,65.02805126,-1.1201376501937,250.059495473071
"EUR",2015,"Q3","Irish Republic","15+  nights","Sea","Holiday",945.915997,31292.971,3.783663988,-1.1201376501937,33.0821881639031
"EUR",2015,"Q3","France","15+  nights","Air","Study",668.374002,21443.015,3.34187007,-1.1201376501937,32.0823594811218
"EUR",2015,"Q3","Spain","8-14 nights","Air","Business",1701.084495,273692.638,17.9448185,-1.1201376501937,160.893029596393
"EUR",2015,"Q3","Irish Republic","4-7  nights","Sea","Business",1891.829967,94591.498,7.56731987,-1.1201376501937,49.9999998149939
"EUR",2015,"Q3","Portugal","4-7  nights","Air","Holiday",13712.99312,5393722.465,61.51564646,-1.1201376501937,393.329335018291
"EUR",2015,"Q3","Irish Republic","1-3  nights","Air","Miscellaneous",19967.54852,8885480.795,40.14713809,-1.1201376501937,444.996078817591
"EUR",2015,"Q3","Italy","8-14 nights","Air","VFR",3933.853075,693691.288,32.2872808,-1.1201376501937,176.338890846858
"EUR",2015,"Q3","Irish Republic","1-3  nights","Air","Business",21098.61839,12243936.66,28.45832092,-1.1201376501937,580.319357110283
"EUR",2015,"Q3","Germany","8-14 nights","Sea","VFR",964.69301,206444.308,9.646929741,-1.1201376501937,214.000004001273
"EUR",2015,"Q3","Germany","4-7  nights","Tunnel","Business",831.893861,794770.002,5.600589275,-1.1201376501937,955.374284220136
"EUR",2015,"Q3","Italy","4-7  nights","Air","Holiday",70173.99561,31419289.25,331.762198,-1.1201376501937,447.734078370231
"EUR",2015,"Q3","Spain","8-14 nights","Air","VFR",9936.471581,2944666.296,93.29530001,-1.1201376501937,296.349289785183
"EUR",2015,"Q3","France","4-7  nights","Tunnel","Holiday",21915.2118,9886636.615,105.0273142,-1.1201376501937,451.131237298834
"EUR",2015,"Q3","Belgium","1-3  nights","Air","Holiday",3225.692928,608371.763,8.386864841,-1.1201376501937,188.60188386785
"EUR",2015,"Q3","Germany","15+  nights","Air","Holiday",7591.044366,1442841.854,63.83523583,-1.1201376501937,190.071587575279
"EUR",2015,"Q3","Germany","15+  nights","Sea","Holiday",12105.89099,1748117.246,63.07757783,-1.1201376501937,144.402196207121
"EUR",2015,"Q3","Germany","4-7  nights","Tunnel","VFR",1587.952018,93689.17,8.7337358,-1.1201376501937,59.000000590698
"EUR",2015,"Q3","Netherlands","4-7  nights","Tunnel","Holiday",10097.86332,10613046.97,39.7216773,-1.1201376501937,1051.0190753899
"EUR",2015,"Q3","France","4-7  nights","Air","VFR",14461.23311,8292835.139,57.84669483,-1.1201376501937,573.452836000927
"EUR",2015,"Q3","Finland","8-14 nights","Air","Holiday",2301.711202,1848691.568,20.29561186,-1.1201376501937,803.181374967301
"EUR",2015,"Q3","France","4-7  nights","Sea","Holiday",11245.05535,2058962.829,55.82495177,-1.1201376501937,183.099394793108
"EUR",2015,"Q3","Greece","4-7  nights","Air","Holiday",1814.34381,129810.691,6.462050438,-1.1201376501937,71.5469087416238
"EUR",2015,"Q3","Spain","1-3  nights","Air","Holiday",22562.28971,8573662.654,62.32608914,-1.1201376501937,379.999670432385
"EUR",2015,"Q3","Germany","1-3  nights","Sea","Miscellaneous",1158.325911,5502.522,1.040948033,-1.1201376501937,4.75040914456415
"EUR",2015,"Q3","Belgium","4-7  nights","Air","Holiday",703.078985,161364.898,1.40615797,-1.1201376501937,229.511763888093
"EUR",2015,"Q3","Luxembourg","1-3  nights","Tunnel","Holiday",1658.525944,497557.789,4.975577831,-1.1201376501937,300.000003497081
"EUR",2015,"Q3","Germany","1-3  nights","Air","Business",51752.86952,20683778.23,76.10177827,-1.1201376501937,399.664374590992
"EUR",2015,"Q3","Luxembourg","4-7  nights","Air","Holiday",585.996985,155289.203,3.515981913,-1.1201376501937,265.000003370324
"EUR",2015,"Q3","Belgium","4-7  nights","Tunnel","Holiday",10342.04006,4158844.903,45.04084682,-1.1201376501937,402.130032263673
"EUR",2015,"Q3","Germany","1-3  nights","Air","Holiday",67560.03842,22612728.92,165.8208171,-1.1201376501937,334.705684733683
"EUR",2015,"Q3","Spain","4-7  nights","Air","Holiday",95036.85176,46678278.55,475.5552561,-1.1201376501937,491.159773135987
"EUR",2015,"Q3","Greece","4-7  nights","Air","VFR",4657.421589,1442278.67,27.15210295,-1.1201376501937,309.673204892253
"EUR",2015,"Q3","Italy","1-3  nights","Air","Business",22928.88123,10784912.78,40.5117197,-1.1201376501937,470.363672427641
"EUR",2015,"Q3","Irish Republic","8-14 nights","Sea","Business",1891.829967,1993988.872,20.81012917,-1.1201376501937,1054.00004587199
"EUR",2015,"Q3","France","8-14 nights","Tunnel","Business",2315.370739,2280441.284,12.72971654,-1.1201376501937,984.91409845877
"EUR",2015,"Q3","Finland","1-3  nights","Air","VFR",1481.762528,991974.98,3.768191695,-1.1201376501937,669.45611139115
"EUR",2015,"Q3","Italy","8-14 nights","Air","Study",7166.149914,5507044.196,69.34987783,-1.1201376501937,768.480182816337
"EUR",2015,"Q3","Portugal","15+  nights","Air","VFR",1756.984591,488436.401,38.2430687,-1.1201376501937,277.996974761175
"EUR",2015,"Q3","Italy","4-7  nights","Air","Business",5854.018152,3737301.916,22.39666939,-1.1201376501937,638.416523311115
"EUR",2015,"Q3","Netherlands","1-3  nights","Air","VFR",10125.45723,3299417.131,24.77820498,-1.1201376501937,325.853643549487
"EUR",2015,"Q3","Finland","4-7  nights","Air","Business",1006.465495,401001.163,4.354430676,-1.1201376501937,398.425147202885
"EUR",2015,"Q3","France","4-7  nights","Air","Study",701.15298,2254206.896,3.505764961,-1.1201376501937,3215.00009313231
"EUR",2015,"Q3","Germany","4-7  nights","Air","Study",1375.339985,488245.696,6.18903017,-1.1201376501937,355.000000963398
"EUR",2015,"Q3","Austria","15+  nights","Air","VFR",1651.175737,503736.675,55.47217178,-1.1201376501937,305.077566071333
"EUR",2015,"Q3","Irish Republic","1-3  nights","Air","Holiday",18296.77975,8975256.577,45.4878298,-1.1201376501937,490.537498927919
"EUR",2015,"Q3","Luxembourg","1-3  nights","Tunnel","VFR",810.069978,101258.747,2.430210114,-1.1201376501937,124.999999691385
"EUR",2015,"Q3","Netherlands","1-3  nights","Sea","Holiday",11982.76395,2093870.362,29.23903573,-1.1201376501937,174.740182710517
"EUR",2015,"Q3","France","4-7  nights","Tunnel","Business",2768.659532,2747165.74,15.16517901,-1.1201376501937,992.236751485123
"EUR",2015,"Q3","Netherlands","1-3  nights","Tunnel","Holiday",5649.403214,1229920.581,14.43880939,-1.1201376501937,217.708054180322
"EUR",2015,"Q3","Netherlands","4-7  nights","Air","Holiday",10159.56002,9475064.069,54.96739364,-1.1201376501937,932.625433615973
"EUR",2015,"Q3","Netherlands","4-7  nights","Air","Miscellaneous",1495.2209,823753.893,11.21556377,-1.1201376501937,550.924544326527
"EUR",2015,"Q3","Netherlands","4-7  nights","Sea","VFR",174.265996,40804.565,0.174265996,-1.1201376501937,234.151044590478
"EUR",2015,"Q3","Netherlands","15+  nights","Air","Holiday",642.666996,1582735.658,8.997338295,-1.1201376501937,2462.76169128187
"EUR",2015,"Q3","Netherlands","1-3  nights","Tunnel","Business",2373.085022,449963.931,5.561957002,-1.1201376501937,189.611382158056
"EUR",2015,"Q3","Spain","8-14 nights","Air","Study",748.898506,1657433.987,9.750359535,-1.1201376501937,2213.16236275146
"EUR",2015,"Q3","Germany","15+  nights","Tunnel","Holiday",795.781672,56698.859,7.949938297,-1.1201376501937,71.249264710384
"EUR",2015,"Q3","Italy","4-7  nights","Tunnel","VFR",1722.615957,172261.596,10.33569622,-1.1201376501937,100.000000174154
"EUR",2015,"Q3","Netherlands","1-3  nights","Sea","VFR",6740.214825,476837.207,10.64309573,-1.1201376501937,70.7451052199957
"EUR",2015,"Q3","Netherlands","8-14 nights","Air","Business",1992.700756,2619975.746,25.69809675,-1.1201376501937,1314.7863461743
"EUR",2015,"Q3","Germany","8-14 nights","Sea","Holiday",15732.83164,5586579.882,88.14256245,-1.1201376501937,355.090552662903
"EUR",2015,"Q3","Netherlands","15+  nights","Tunnel","VFR",1205.708981,2049705.267,31.34843445,-1.1201376501937,1699.99999941943
"EUR",2015,"Q3","France","1-3  nights","Air","VFR",17347.41986,3689265.137,39.90033829,-1.1201376501937,212.669386385625
"EUR",2015,"Q3","Irish Republic","4-7  nights","Sea","VFR",3783.526003,269833.229,17.97185183,-1.1201376501937,71.3179263961834
"EUR",2015,"Q3","Germany","1-3  nights","Air","Miscellaneous",3506.783426,616897.637,4.029969752,-1.1201376501937,175.915522021177
"EUR",2015,"Q3","Irish Republic","8-14 nights","Air","Holiday",10508.05604,2153724.894,128.6170492,-1.1201376501937,204.959403128573
"EUR",2015,"Q3","Portugal","8-14 nights","Air","Study",824.931979,1322365.999,11.54904842,-1.1201376501937,1603.00004444366
"EUR",2015,"Q3","Italy","1-3  nights","Air","Holiday",48588.87595,14724134,122.970084,-1.1201376501937,303.03508183955
"EUR",2015,"Q3","Netherlands","4-7  nights","Air","VFR",3119.789302,1594609.275,9.936480403,-1.1201376501937,511.127233489052
"EUR",2015,"Q3","Netherlands","8-14 nights","Sea","Holiday",2872.120619,546705.246,6.654462337,-1.1201376501937,190.348985479011
"EUR",2015,"Q3","France","1-3  nights","Tunnel","Holiday",66148.57429,21213672.97,155.0018178,-1.1201376501937,320.697357391223
"EUR",2015,"Q3","Italy","15+  nights","Air","Business",1823.925257,657603.085,52.22265625,-1.1201376501937,360.542781276919
"EUR",2015,"Q3","Belgium","1-3  nights","Tunnel","Business",20395.03765,6036503.315,28.44896984,-1.1201376501937,295.979022867849
"EUR",2015,"Q3","Belgium","1-3  nights","Air","VFR",1959.589958,257816.687,5.292773008,-1.1201376501937,131.566650434938
"EUR",2015,"Q3","Netherlands","4-7  nights","Air","Business",4865.344644,1777929.813,20.50297397,-1.1201376501937,365.427311545661
"EUR",2015,"Q3","Italy","15+  nights","Air","Holiday",14903.18006,14766610.85,227.353125,-1.1201376501937,990.836237001085
"EUR",2015,"Q3","Greece","1-3  nights","Air","Holiday",692.669988,158621.43,2.078010082,-1.1201376501937,229.000003967257
"EUR",2015,"Q3","Italy","4-7  nights","Sea","Holiday",1021.589041,17662.393,2.043178082,-1.1201376501937,17.2891371100759
"EUR",2015,"Q3","France","15+  nights","Air","VFR",3530.366778,554311.641,24.79796505,-1.1201376501937,157.012479398536
"EUR",2015,"Q3","Finland","4-7  nights","Sea","Holiday",668.606997,284550.428,2.00582099,-1.1201376501937,425.586973030137
"EUR",2015,"Q3","Finland","1-3  nights","Air","Miscellaneous",1852.099776,713745.735,4.743488252,-1.1201376501937,385.371103786581
"EUR",2015,"Q3","Italy","4-7  nights","Air","VFR",26115.84562,8167971.008,128.7839704,-1.1201376501937,312.759200940628
"EUR",2015,"Q3","Portugal","15+  nights","Air","Study",440.423995,535115.182,29.94883156,-1.1201376501937,1215.00006374539
"EUR",2015,"Q3","France","8-14 nights","Sea","Holiday",7268.196225,1799604.475,54.18363619,-1.1201376501937,247.599874754345
"EUR",2015,"Q3","Netherlands","1-3  nights","Sea","Miscellaneous",1337.213993,869189.098,2.674427986,-1.1201376501937,650.00000190695
"EUR",2015,"Q3","Irish Republic","4-7  nights","Air","VFR",41803.54574,10293172.79,206.2402195,-1.1201376501937,246.227266318965
"EUR",2015,"Q3","Portugal","1-3  nights","Sea","Holiday",346.682012,60322.668,0.693364024,-1.1201376501937,173.99999397719
"EUR",2015,"Q3","Luxembourg","1-3  nights","Tunnel","Miscellaneous",1254.364014,188154.593,1.254364014,-1.1201376501937,149.999992745328
"EUR",2015,"Q3","France","1-3  nights","Sea","Miscellaneous",252.798647,36791.466,0.24887158,-1.1201376501937,145.536641262166
"EUR",2015,"Q3","France","15+  nights","Air","Miscellaneous",1589.957833,12717663.76,230.2487335,-1.1201376501937,7998.7427943317
"EUR",2015,"Q3","Germany","4-7  nights","Air","Business",12082.01143,9525576.681,47.32254076,-1.1201376501937,788.409838559472
"EUR",2015,"Q3","Netherlands","15+  nights","Sea","Holiday",3469.074279,1939559.874,79.17791027,-1.1201376501937,559.100128164191
"EUR",2015,"Q3","Luxembourg","4-7  nights","Air","Business",2471.341372,2607508.421,12.1121645,-1.1201376501937,1055.09843785353
"EUR",2015,"Q3","Germany","1-3  nights","Tunnel","Business",831.893861,264394.015,0.800084174,-1.1201376501937,317.821812847829
"EUR",2015,"Q3","Germany","15+  nights","Air","Miscellaneous",842.910171,1113120.675,15.85814953,-1.1201376501937,1320.56856506955
"EUR",2015,"Q3","Italy","1-3  nights","Air","Miscellaneous",5469.684839,415577.149,7.71846056,-1.1201376501937,75.9782622276237
"EUR",2015,"Q3","Spain","4-7  nights","Air","Study",2797.20664,3235909.79,18.08947849,-1.1201376501937,1156.83616066348
"EUR",2015,"Q3","Germany","4-7  nights","Sea","Holiday",29266.45176,7914952.599,126.1714307,-1.1201376501937,270.444557608373
"EUR",2015,"Q3","Portugal","1-3  nights","Air","Miscellaneous",363.384992,16352.326,0.363384992,-1.1201376501937,45.0000037425871
"EUR",2015,"Q3","Belgium","15+  nights","Sea","VFR",983.609021,393443.614,27.54105186,-1.1201376501937,400.000005693319
"EUR",2015,"Q3","Luxembourg","4-7  nights","Sea","VFR",1352.998972,144770.89,5.411995888,-1.1201376501937,106.999999997044
"EUR",2015,"Q3","Belgium","1-3  nights","Air","Business",15649.99127,10676424.32,18.91672367,-1.1201376501937,682.200017610617
"EUR",2015,"Q3","France","8-14 nights","Air","Study",585.996985,523881.316,8.203957558,-1.1201376501937,894.00001947109
"EUR",2015,"Q3","Greece","8-14 nights","Air","Holiday",4116.154432,1669469.58,34.18215513,-1.1201376501937,405.589636535775
"EUR",2015,"Q3","Germany","8-14 nights","Air","VFR",10337.01998,3608658.769,96.42936766,-1.1201376501937,349.100492790186
"EUR",2015,"Q3","Germany","8-14 nights","Sea","Business",2021.528721,193343.595,9.721150398,-1.1201376501937,95.6422696306574
"EUR",2015,"Q3","France","1-3  nights","Sea","VFR",2058.818579,104526.721,2.092195034,-1.1201376501937,50.7702437048971
"EUR",2015,"Q3","Italy","15+  nights","Air","Study",2952.974439,6383266.866,146.8575857,-1.1201376501937,2161.63972897836
"EUR",2015,"Q3","Spain","1-3  nights","Tunnel","Business",932.115555,1505767.822,2.577487946,-1.1201376501937,1615.43041946124
"EUR",2015,"Q3","France","4-7  nights","Air","Miscellaneous",2861.454725,421365.127,15.93768311,-1.1201376501937,147.255563164642
"EUR",2015,"Q3","Greece","15+  nights","Air","VFR",1535.684347,918359.488,23.46066952,-1.1201376501937,598.013185322908
"EUR",2015,"Q3","Netherlands","8-14 nights","Air","VFR",1399.448752,206016.928,8.273975372,-1.1201376501937,147.212913445794
"EUR",2015,"Q3","Netherlands","8-14 nights","Air","Holiday",2051.210582,1183724.344,18.65965366,-1.1201376501937,577.085724102412
"EUR",2015,"Q3","Italy","1-3  nights","Tunnel","Holiday",1722.615957,258392.394,5.16784811,-1.1201376501937,150.000000261231
"EUR",2015,"Q3","France","8-14 nights","Tunnel","Holiday",11244.50463,3508598.089,91.11796403,-1.1201376501937,312.02780419861
"EUR",2015,"Q3","Belgium","1-3  nights","Sea","Holiday",8023.417711,1975457.385,18.7400974,-1.1201376501937,246.211459524496
